response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R006892,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0339,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",20,2025-11-03,2025-11-03 23:48:38,10,Mon,23,Late night,547,HE-26,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,highered,Higher Ed (humor included),exam2,lab3,,0,,,,,4,2,Type II error — likely low power,88,32,15.3,16.7,1,1,laptop,3,Correct rejection,0,18.8,"Q: Peer tutoring truly helps, but the study with 14 students fails to reject H0. This is a:  ||  A) Type I error  |  B) Type II error — likely low power [X]  |  C) Correct rejection  |  D) Confounded result",Chose C) Correct rejection - INCORRECT (key: B) Type II error — likely low power)
R006893,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,1,2025-10-30,2025-10-30 08:18:00,10,Thu,8,Morning,937,S09-48,What statistics cannot do,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,2,That the program caused the difference in outcomes,146,50,63.3,-13.3,0,1,laptop,2,That the program caused the difference in outcomes,1,8.9,Q: A significant independent-samples t-test compares volunteers who chose a wellness program with staff who did not enroll. What cannot be concluded?  ||  A) That the two group means differ more than chance would readily explain  |  B) That the program caused the difference in outcomes [X]  |  C) That the observed difference has an associated confidence interval  |  D) That an effect size can be computed for the comparison,Chose B) That the program caused the difference in outcomes - CORRECT
R006894,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,2,2025-10-30,2025-10-30 08:18:09,10,Thu,8,Morning,437,TV-23,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,2,There is no difference in streams between versions,101,50,27.7,22.3,1,2,laptop,2,There is no difference in streams between versions,1,4.3,Q: A researcher tests whether 'Taylor's Version' tracks are streamed more than the originals. H0 states:  ||  A) Re-recordings are streamed more  |  B) There is no difference in streams between versions [X]  |  C) Originals are streamed more  |  D) Fans prefer re-recordings,Chose B) There is no difference in streams between versions - CORRECT
R006895,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,3,2025-10-30,2025-10-30 08:18:15,10,Thu,8,Morning,912,S09-23,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,2,The two groups have exactly equal sample sizes,70,46,47.0,-1.0,0,1,laptop,3,The two groups have similar variances,0,12.0,Q: Which of these is NOT an assumption of the independent-samples t-test?  ||  A) Observations are independent of one another  |  B) The two groups have exactly equal sample sizes [X]  |  C) The two groups have similar variances  |  D) The outcome is roughly normally distributed in the population,Chose C) The two groups have similar variances - INCORRECT (key: B) The two groups have exactly equal sample sizes)
R006896,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,4,2025-10-30,2025-10-30 08:18:29,10,Thu,8,Morning,954,S10-15,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,3,The homogeneity of variance assumption appears violated,117,55,56.0,-1.0,1,1,laptop,2,The group means differ so much that the ANOVA result cannot be interpreted at all,0,7.2,Q: Levene's test comes back with p = .003 for an ANOVA comparing four program cohorts. How should the analyst read this?  ||  A) The outcome variable is significantly skewed  |  B) The group means differ so much that the ANOVA result cannot be interpreted at all  |  C) The homogeneity of variance assumption appears violated [X]  |  D) The group means are significantly different,Chose B) The group means differ so much that the ANOVA result cannot be interpreted at all - INCORRECT (key: C) The homogeneity of variance assumption appears violated)
R006897,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,5,2025-10-30,2025-10-30 08:18:38,10,Thu,8,Morning,587,SKC-28,Regression,theme,Themed sets,11,Correlation and Regression,11,skc,Sporting KC,exam2,lab4,,0,,,,,4,2,39,106,2,2.3,-0.3,1,2,laptop,2,39,1,17.8,"Q: A model gives Predicted points = 12 + 1.8(Wins). For a season with 15 wins, the predicted points total is:  ||  A) 27  |  B) 39 [X]  |  C) 1.8  |  D) 15",Chose B) 39 - CORRECT
R006898,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,6,2025-10-30,2025-10-30 08:18:57,10,Thu,8,Morning,1030,S11-41,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,1,"The residual, or error in prediction, for that case",115,51,25.0,26.0,1,1,laptop,1,"The residual, or error in prediction, for that case",1,11.3,"Q: A regression predicts a student will earn a 3.4 GPA; the student actually earns 3.1. What is the value -0.3 called?  ||  A) The residual, or error in prediction, for that case [X]  |  B) The standard error of the estimate  |  C) The slope  |  D) The coefficient of determination","Chose A) The residual, or error in prediction, for that case - CORRECT"
R006899,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,7,2025-10-30,2025-10-30 08:19:10,10,Thu,8,Morning,987,S10-48,Software and output,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,3,6.40,113,4,4.3,-0.3,1,2,mobile,3,6.40,1,12.3,"Q: A source table is missing one value: df between = 2, df within = 42, SS between = 64, SS within = 210. What is F?  ||  A) 0.16  |  B) 2.56  |  C) 6.40 [X]  |  D) 32.00",Chose C) 6.40 - CORRECT
R006900,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,8,2025-10-30,2025-10-30 08:19:25,10,Thu,8,Morning,211,MREG-03,Multiple regression,lecture,Rewritten from textbook items to match lecture,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,1,,,,,4,2,Multicollinearity,131,17,17.7,-0.7,1,1,laptop,4,Autocorrelation,0,5768.2,Q: Two predictors in a model — 'credits attempted' and 'credits completed' — correlate at r = .96. The problem this creates is called:  ||  A) Heteroscedasticity  |  B) Multicollinearity [X]  |  C) Restriction of range  |  D) Autocorrelation,Chose D) Autocorrelation - INCORRECT (key: B) Multicollinearity)
R006901,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,9,2025-10-30,2025-10-30 08:23:26,10,Thu,8,Morning,364,P11-40,t-tests,pub,Publisher test bank — application level,9,Which Test · t-Tests,9,,,exam2,lab3,,1,,,,,4,3,independent-samples t test,342,26,27.3,-1.3,0,1,laptop,3,independent-samples t test,1,24.8,"Q: A researcher wants to create an intervention to improve the well-being of first-semester graduate students, so she gives the professional school counseling students specific doses of rocky road ice cream and the mental health counseling students specific doses of licorice. To analyze the differences in well-being, she would use a(n) ______.  ||  A) dependent-samples t test  |  B) analysis of variance  |  C) independent-samples t test [X]  |  D) repeated-measures analysis of variance",Chose C) independent-samples t test - CORRECT
R006902,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,10,2025-10-30,2025-10-30 08:23:52,10,Thu,8,Morning,1013,S11-24,Chart choice,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,3,Close to -1.00,142,14,19.3,-5.3,0,1,laptop,3,Close to -1.00,1,8.9,"Q: On a scatterplot, points fall almost exactly along a line running from the upper left to the lower right. What is the approximate correlation?  ||  A) Close to zero  |  B) Close to +1.00  |  C) Close to -1.00 [X]  |  D) Cannot be estimated from a plot",Chose C) Close to -1.00 - CORRECT
R006903,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,11,2025-10-30,2025-10-30 08:24:02,10,Thu,8,Morning,1060,S12-21,Assumptions and diagnostics,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,High leverage on the predictor side,129,35,33.7,1.3,1,1,mobile,3,A low tolerance value by default,0,14.6,"Q: In a 60-site nursing home model, one site has a bed count five times larger than the next largest. What does that give this case?  ||  A) High leverage on the predictor side [X]  |  B) A large residual by definition  |  C) A low tolerance value by default  |  D) A violation of the normality assumption",Chose C) A low tolerance value by default - INCORRECT (key: A) High leverage on the predictor side)
R006904,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,12,2025-10-30,2025-10-30 08:24:17,10,Thu,8,Morning,1071,S12-32,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,2,It is the caseload effect with the experience overlap removed.,121,62,56.0,6.0,0,2,desktop,2,It is the caseload effect with the experience overlap removed.,1,7.6,Q: A partial slope for caseload is described as holding staff experience constant. What does that phrase mean statistically?  ||  A) Experience was fixed at a value of zero for every case.  |  B) It is the caseload effect with the experience overlap removed. [X]  |  C) Experience was left out of the regression model entirely.  |  D) Experience and caseload were measured on the same scale.,Chose B) It is the caseload effect with the experience overlap removed. - CORRECT
R006905,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,13,2025-10-30,2025-10-30 08:24:26,10,Thu,8,Morning,1257,TV-53,What statistics cannot do,theme,Themed sets,11,Correlation and Regression,11,taylor,Taylor's Version,exam2,lab4,,0,,,,,4,4,A correlation from observational data does not establish causation,206,66,49.7,16.3,0,2,laptop,4,A correlation from observational data does not establish causation,1,5.3,"Q: A blogger notes that in an observational fan survey, cities with more bracelet-trading posts also had higher local merchandise sales, and concludes that bracelet trading drives sales. What is the main flaw?  ||  A) The correlation coefficient cannot be computed from survey data  |  B) The sample was too large to detect an effect  |  C) Correlation requires categorical variables  |  D) A correlation from observational data does not establish causation [X]",Chose D) A correlation from observational data does not establish causation - CORRECT
R006906,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,14,2025-10-30,2025-10-30 08:24:32,10,Thu,8,Morning,885,S08-46,Hypothesis testing,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,1,"More real effects detected, but more false alarms",105,49,39.3,9.7,1,2,laptop,1,"More real effects detected, but more false alarms",1,6.1,"Q: A superintendent asks what would change if the team doubled alpha from .05 to .10. What is the trade-off?  ||  A) More real effects detected, but more false alarms [X]  |  B) Fewer false alarms, but more missed effects  |  C) Greater power with no change in error risk  |  D) Smaller p-values across the board","Chose A) More real effects detected, but more false alarms - CORRECT"
R006907,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,15,2025-10-30,2025-10-30 08:24:39,10,Thu,8,Morning,378,P15-59,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,1,,,,,4,1,that the null hypothesis is rejected,123,36,40.3,-4.3,1,1,laptop,4,that the null hypothesis cannot be determined,0,9.6,"Q: The correlation between the two variables of interest is 0.81, which is significant at the 0.0337 level. That means ______.  ||  A) that the null hypothesis is rejected [X]  |  B) that the research hypothesis is rejected  |  C) that the null hypothesis is accepted  |  D) that the null hypothesis cannot be determined",Chose D) that the null hypothesis cannot be determined - INCORRECT (key: A) that the null hypothesis is rejected)
R006908,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,16,2025-10-30,2025-10-30 08:24:49,10,Thu,8,Morning,1048,S12-09,Multiple regression,authored,Written to the LD 810 lecture slides,12,Multiple Regression and Diagnostics,12,,,exam2,lab4,,0,,,,,4,1,"As differences from rural, the reference group",147,46,47.7,-1.7,0,1,laptop,4,As the average outcome within each of the regions,0,24.3,"Q: Region has three levels: urban, suburban, and rural. The analyst enters two dummies and omits rural. How should the two dummy coefficients be read?  ||  A) As differences from rural, the reference group [X]  |  B) As the correlation of region with the outcome  |  C) As the effect of region ignoring other predictors  |  D) As the average outcome within each of the regions","Chose D) As the average outcome within each of the regions - INCORRECT (key: A) As differences from rural, the reference group)"
R006909,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,17,2025-10-30,2025-10-30 08:25:15,10,Thu,8,Morning,1250,TV-46,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,4,"Two independent groups, independent-samples t-test",171,50,35.7,14.3,0,3,laptop,4,"Two independent groups, independent-samples t-test",1,3.0,"Q: An analyst compares mean bracelets traded by fans attending one show versus fans attending two or more shows. Groups contain different people. Which design and test apply?  ||  A) Two related groups, paired t-test  |  B) One group measured twice, paired t-test  |  C) Three or more groups, one-way ANOVA  |  D) Two independent groups, independent-samples t-test [X]","Chose D) Two independent groups, independent-samples t-test - CORRECT"
R006910,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,18,2025-10-30,2025-10-30 08:25:20,10,Thu,8,Morning,173,HYP-06,Hypothesis testing,lecture,Rewritten from textbook items to match lecture,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,1,,,,,4,2,"If the null hypothesis were true, results this extreme or more would occur about 2% of the time",128,95,35.7,59.3,1,1,laptop,2,"If the null hypothesis were true, results this extreme or more would occur about 2% of the time",1,6.6,"Q: A colleague says 'p = .02 means there is a 2% chance the null hypothesis is true.' The accurate statement is that p = .02 means:  ||  A) There is a 2% chance the result is due to chance  |  B) If the null hypothesis were true, results this extreme or more would occur about 2% of the time [X]  |  C) The effect is small  |  D) The alternative hypothesis is 98% likely","Chose B) If the null hypothesis were true, results this extreme or more would occur about 2% of the time - CORRECT"
R006911,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,19,2025-10-30,2025-10-30 08:25:27,10,Thu,8,Morning,997,S11-08,Effect size,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,4,r = 0.50 in absolute value,152,26,8.0,18.0,1,2,laptop,4,r = 0.50 in absolute value,1,7.5,Q: A program officer says a grant outcome variable shares 25 percent of its variance with hours of coaching received. What is the correlation between them?  ||  A) r = 0.06  |  B) r = 0.25  |  C) r = 0.75  |  D) r = 0.50 in absolute value [X],Chose D) r = 0.50 in absolute value - CORRECT
R006912,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0340,practice,exam2,Exam 2 · sessions 8–12,20,2025-10-30,2025-10-30 08:25:37,10,Thu,8,Morning,1018,S11-29,Regression,authored,Written to the LD 810 lecture slides,11,Correlation and Regression,11,,,exam2,lab4,,0,,,,,4,1,Each one-point increase in attendance rate is associated with a predicted increase of 2.4 points in math score,174,110,86.0,24.0,1,1,laptop,3,The average math score across all students in the district is 2.4 points above the state target,0,22.9,"Q: A district's regression equation for predicting math score from attendance rate is Y-hat = 180 + 2.4X, where X is attendance rate in percent. What does the slope of 2.4 mean?  ||  A) Each one-point increase in attendance rate is associated with a predicted increase of 2.4 points in math score [X]  |  B) Attendance explains 2.4 percent of the variance in math scores  |  C) The average math score across all students in the district is 2.4 points above the state target  |  D) Students must attend 2.4 more school days than they currently do in order to pass the state math test",Chose C) The average math score across all students in the district is 2.4 points above the state target - INCORRECT (key: A) Each one-point increase in attendance rate is associated with a predicted increase of 2.4 points in math score)
R006913,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",1,2025-10-30,2025-10-30 19:25:00,10,Thu,19,Evening,1190,HE-49,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,highered,Higher Ed (humor included),exam2,lab3,,0,,,,,4,1,Independent-samples t-test,156,26,20.3,5.7,0,1,tablet,1,Independent-samples t-test,1,9.0,"Q: Two colleges are compared on mean hours spent on the self-study. Separate, unrelated faculty samples are drawn from each college. Which test is appropriate?  ||  A) Independent-samples t-test [X]  |  B) Paired-samples t-test  |  C) One-sample t-test  |  D) Repeated-measures ANOVA",Chose A) Independent-samples t-test - CORRECT
R006914,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",2,2025-10-30,2025-10-30 19:25:10,10,Thu,19,Evening,440,TV-26,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,2,Independent-samples t-test,106,26,14.3,11.7,0,1,tablet,2,Independent-samples t-test,1,4.8,Q: Compare mean ticket prices for stadium shows versus arena shows (different shows in each group). Use a(n):  ||  A) Paired-samples t-test  |  B) Independent-samples t-test [X]  |  C) One-sample t-test  |  D) ANOVA,Chose B) Independent-samples t-test - CORRECT
R006915,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",3,2025-10-30,2025-10-30 19:25:16,10,Thu,19,Evening,1172,BRO-47,Effect size,theme,Themed sets,9,Which Test · t-Tests,9,broncos,Denver Broncos,exam2,lab3,,0,,,,,4,3,A large effect,132,14,20.0,-6.0,1,1,tablet,3,A large effect,1,11.9,"Q: A study of a hypothetical hydration protocol reports Cohen's d = 0.80 for fourth-quarter sprint speed. How should this be described?  ||  A) A small effect  |  B) A medium effect  |  C) A large effect [X]  |  D) No effect, since d is below 1.0",Chose C) A large effect - CORRECT
R006916,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",4,2025-10-30,2025-10-30 19:25:30,10,Thu,19,Evening,442,TV-28,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,2,Medium,90,6,9.0,-3.0,1,1,tablet,2,Medium,1,44.2,"Q: The paired test yields t(29) = 3.4, p = .002, d = 0.62. The effect size is conventionally:  ||  A) Small  |  B) Medium [X]  |  C) Large  |  D) Not interpretable",Chose B) Medium - CORRECT
R006917,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",5,2025-10-30,2025-10-30 19:26:15,10,Thu,19,Evening,1149,AI-46,Test selection,theme,Themed sets,9,Which Test · t-Tests,9,ai,All things AI,exam2,lab3,,0,,,,,4,3,Paired-samples t-test,175,21,32.0,-11.0,0,1,tablet,3,Paired-samples t-test,1,13.6,"Q: Fifty analysts each complete a standard task once without an AI copilot and once with it, in counterbalanced order. Completion time is the outcome. Which test fits the design?  ||  A) Independent-samples t-test  |  B) One-way ANOVA across the two conditions  |  C) Paired-samples t-test [X]  |  D) Chi-square test of independence",Chose C) Paired-samples t-test - CORRECT
R006918,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",6,2025-10-30,2025-10-30 19:26:31,10,Thu,19,Evening,1248,TV-44,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,taylor,Taylor's Version,exam2,lab3,,0,,,,,4,3,"Type I error, rejecting a true null hypothesis",149,46,37.7,8.3,0,1,tablet,3,"Type I error, rejecting a true null hypothesis",1,2.4,"Q: An analyst concludes that fans who own vinyl variants attend more shows, but in the population there is truly no difference. What error has occurred?  ||  A) Type II error, failing to detect a real effect  |  B) Sampling bias rather than an inferential error  |  C) Type I error, rejecting a true null hypothesis [X]  |  D) Low statistical power","Chose C) Type I error, rejecting a true null hypothesis - CORRECT"
R006919,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",7,2025-10-30,2025-10-30 19:26:34,10,Thu,19,Evening,408,BRO-28,ANOVA,theme,Themed sets,10,ANOVA and Post-Hoc Comparisons,10,broncos,Denver Broncos,exam2,lab3,,0,,,,,4,2,One-way ANOVA,125,13,14.3,-1.3,0,1,tablet,2,One-way ANOVA,1,10.8,"Q: A researcher compares mean yards after catch among Broncos receivers, tight ends, and running backs. The appropriate test is:  ||  A) Three t-tests  |  B) One-way ANOVA [X]  |  C) Paired t-test  |  D) Simple regression",Chose B) One-way ANOVA - CORRECT
R006920,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",8,2025-10-30,2025-10-30 19:26:46,10,Thu,19,Evening,1226,SKC-37,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,skc,Sporting KC,exam2,lab3,,0,,,,,4,2,The probability of data this extreme or more extreme if the null were true,119,74,47.7,26.3,1,1,tablet,1,The probability that the null hypothesis is true,0,1.0,Q: A test comparing home and away expected goals returns p = 0.03 with alpha set at 0.05. What does the p-value represent?  ||  A) The probability that the null hypothesis is true  |  B) The probability of data this extreme or more extreme if the null were true [X]  |  C) The probability that the finding will replicate next season  |  D) The size of the home-field advantage,Chose A) The probability that the null hypothesis is true - INCORRECT (key: B) The probability of data this extreme or more extreme if the null were true)
R006921,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",9,2025-10-30,2025-10-30 19:26:48,10,Thu,19,Evening,905,S09-16,t-tests,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,3,30,126,2,2.0,0.0,1,1,tablet,3,30,1,11.5,Q: A grant report shows t(58) = 2.11 for a two-group comparison with equal group sizes. How many participants were in each group?  ||  A) 29  |  B) 58  |  C) 30 [X]  |  D) 59,Chose C) 30 - CORRECT
R006922,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",10,2025-10-30,2025-10-30 19:27:02,10,Thu,19,Evening,362,P11-24,t-tests,pub,Publisher test bank — application level,9,Which Test · t-Tests,9,,,exam2,lab3,,1,,,,,4,3,60,120,2,2.0,0.0,1,1,tablet,3,60,1,11.3,"Q: If the number of participants in Group 1 = 32 and the number in Group 2 = 30, what is the associated degrees of freedom?  ||  A) 58  |  B) 59  |  C) 60 [X]  |  D) 62",Chose C) 60 - CORRECT
R006923,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",11,2025-10-30,2025-10-30 19:27:15,10,Thu,19,Evening,627,NEWS-38,Hypothesis testing,news,"Current events — real reported figures, with the source",8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,Reuters/Ipsos,"Jul 29–Aug 3, 2026",2026-09-11,https://www.ipsos.com/en-us/reutersipsos-august-2026-poll,4,1,"A difference has its own standard error, larger than either estimate's — so the correct test is of the difference, not of each number separately",117,144,42.0,102.0,0,1,tablet,1,"A difference has its own standard error, larger than either estimate's — so the correct test is of the difference, not of each number separately",1,7.9,"Q: A commentator says two poll figures ""differ"" whenever they are more than one margin of error apart. What is the flaw?  ||  A) A difference has its own standard error, larger than either estimate's — so the correct test is of the difference, not of each number separately [X]  |  B) Margins of error cannot be compared at all  |  C) The margin of error should be doubled for every comparison  |  D) Nothing; the rule is exact","Chose A) A difference has its own standard error, larger than either estimate's — so the correct test is of the difference, not of each number separately - CORRECT"
R006924,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",12,2025-10-30,2025-10-30 19:27:24,10,Thu,19,Evening,947,S10-08,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,4,450,78,3,3.3,-0.3,1,2,tablet,4,450,1,16.4,Q: A source table reports SS total = 600 and SS between = 150. What is SS within?  ||  A) 250  |  B) 4.00  |  C) 750  |  D) 450 [X],Chose D) 450 - CORRECT
R006925,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",13,2025-10-30,2025-10-30 19:27:43,10,Thu,19,Evening,986,S10-47,Effect size,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,1,The second study's grouping accounts for a much larger share of outcome variance,156,80,59.0,21.0,1,1,tablet,1,The second study's grouping accounts for a much larger share of outcome variance,1,10.0,"Q: Two evaluations across four sites both report p = .04, but one has eta squared = .03 and the other eta squared = .22. What does this tell a leadership team?  ||  A) The second study's grouping accounts for a much larger share of outcome variance [X]  |  B) The first study must have violated an assumption of the analysis of variance model  |  C) Eta squared and p value always move together  |  D) The two studies found equally important differences",Chose A) The second study's grouping accounts for a much larger share of outcome variance - CORRECT
R006926,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",14,2025-10-30,2025-10-30 19:27:54,10,Thu,19,Evening,904,S09-15,t-tests,authored,Written to the LD 810 lecture slides,9,Which Test · t-Tests,9,,,exam2,lab3,,0,,,,,4,1,30,157,2,2.0,0.0,1,2,tablet,2,31,0,7.3,Q: A nonprofit measures 31 staff members on a trust scale before and after a restructuring and runs a dependent-samples t-test. What are the degrees of freedom?  ||  A) 30 [X]  |  B) 31  |  C) 60  |  D) 29,Chose B) 31 - INCORRECT (key: A) 30)
R006927,simulated,BIGTREE-FA25,BTS-05,Higher Ed Leadership,0,run-0341,practice,lab3,"Lab 3 · comparing groups (t-tests, one-way ANOVA)",15,2025-10-30,2025-10-30 19:28:02,10,Thu,19,Evening,847,S08-08,Sampling and standard error,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,2,Ordinary sampling error,143,23,70.0,-47.0,0,1,tablet,2,Ordinary sampling error,1,14.4,Q: Two randomly drawn samples of teachers from the same district report slightly different mean satisfaction scores. What is the best explanation?  ||  A) One of the two samples of teachers must have been drawn incorrectly  |  B) Ordinary sampling error [X]  |  C) The satisfaction survey instrument is not reliable enough for repeated use  |  D) The district teaching population changed between the two sample draws,Chose B) Ordinary sampling error - CORRECT
