item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
740,S06-01,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,"The mean, median, and mode all fall at the same point.",151,54,44.0,10.0,1,"Q: A district plots 4,000 reading scores and gets a smooth, bell-shaped, symmetric curve. What does that shape imply about the center of the distribution?  ||  A) The median falls above the mean.  |  B) The mode falls above the median.  |  C) The mean, median, and mode all fall at the same point. [X]  |  D) The mean sits at the peak but the median sits out in the right tail.",16
741,S06-02,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,The tails of a normal curve approach the horizontal axis but never touch it.,140,76,74.3,1.7,1,Q: A nurse manager claims no patient could ever wait longer than 60 minutes because the normal curve 'ends' there. Why is that reasoning wrong?  ||  A) The tails of a normal curve approach the horizontal axis but never touch it. [X]  |  B) The normal curve is only defined between the mean and one standard deviation.  |  C) A normal curve has a fixed lower bound but no upper bound at all.  |  D) The tails of a normal curve touch the axis exactly three standard deviations out.,11
742,S06-03,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,The proportion of donors whose gifts fall in that range.,124,56,46.0,10.0,0,"Q: Nonprofit donation amounts are normally distributed. What does the area under the curve between two dollar values represent?  ||  A) The average donation between those two values.  |  B) The number of donors, regardless of sample size.  |  C) The variance of the donations in that range.  |  D) The proportion of donors whose gifts fall in that range. [X]",16
743,S06-04,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,About 50 percent,129,16,31.3,-15.3,1,Q: A hospital's patient satisfaction scores are normally distributed with a mean of 85. What proportion of patients scored above 85?  ||  A) About 34 percent  |  B) About 50 percent [X]  |  C) About 68 percent  |  D) It cannot be estimated without knowing the standard deviation.,10
744,S06-05,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,About 68 percent,185,16,16.0,0.0,1,Q: Staff turnover across 200 clinics is normally distributed with a mean of 18 percent and a standard deviation of 4. Roughly what share of clinics have turnover between 14 and 22 percent?  ||  A) About 34 percent  |  B) About 50 percent  |  C) About 68 percent [X]  |  D) About 95 percent,10
745,S06-06,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,200 and 300,159,11,12.3,-1.3,1,Q: Third-grade math scores are normally distributed with a mean of 250 and a standard deviation of 25. About 95 percent of students fall between which two scores?  ||  A) 225 and 275  |  B) 175 and 325  |  C) 237.5 and 262.5  |  D) 200 and 300 [X],10
746,S06-07,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,15 and 45 minutes,168,17,17.0,0.0,1,Q: Emergency department wait times are normally distributed with a mean of 30 minutes and a standard deviation of 5. About 99.7 percent of waits fall between which values?  ||  A) 15 and 45 minutes [X]  |  B) 20 and 40 minutes  |  C) 25 and 35 minutes  |  D) 10 and 50 minutes,10
747,S06-08,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,About 16 percent,153,16,16.0,0.0,1,Q: Annual giving per donor is normally distributed with a mean of $400 and a standard deviation of $75. About what percentage of donors give more than $475?  ||  A) About 32 percent  |  B) About 16 percent [X]  |  C) About 34 percent  |  D) About 68 percent,14
748,S06-09,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,About 97.5 percent,158,18,16.7,1.3,1,Q: Faculty course evaluation means are normally distributed with a mean of 4.0 and a standard deviation of 0.3. About what percentage of faculty score below 4.6?  ||  A) About 95 percent  |  B) About 68 percent  |  C) About 99.7 percent  |  D) About 97.5 percent [X],10
749,S06-10,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,About 34 percent,191,16,16.0,0.0,1,Q: Enrollment across 300 charter schools is normally distributed with a mean of 480 students and a standard deviation of 60. About what percentage of schools enroll between 480 and 540 students?  ||  A) About 68 percent  |  B) About 50 percent  |  C) About 34 percent [X]  |  D) About 16 percent,30
750,S06-11,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,1.50,126,4,4.7,-0.7,1,Q: A standardized leadership exam has a mean of 500 and a standard deviation of 100. A candidate scores 650. What is her z-score?  ||  A) 0.65  |  B) 1.50 [X]  |  C) 15.00  |  D) -1.50,17
751,S06-12,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,-2.00,144,5,5.0,0.0,1,Q: Average patient wait time on a unit is 24 minutes with a standard deviation of 6. On Tuesday the wait was 12 minutes. What is Tuesday's z-score?  ||  A) -2.00 [X]  |  B) 2.00  |  C) -0.50  |  D) -12.00,27
752,S06-13,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,2.00,135,4,4.3,-0.3,1,"Q: Teacher salaries in a district have a mean of $62,000 and a standard deviation of $8,000. A teacher earns $78,000. What is her z-score?  ||  A) 1.60  |  B) 0.50  |  C) 2.00 [X]  |  D) -2.00",18
753,S06-14,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,-2.00,130,5,4.7,0.3,1,Q: Attendance rates across schools have a mean of 92 percent and a variance of 9. One school reports 86 percent. What is its z-score?  ||  A) -0.67  |  B) -6.00  |  C) 2.00  |  D) -2.00 [X],18
754,S06-15,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,The clinic's rate sits exactly at the mean of all clinics.,103,58,51.0,7.0,1,Q: A program director reports that a clinic's readmission rate has a z-score of 0.00. What does that mean?  ||  A) The clinic's rate sits exactly at the mean of all clinics. [X]  |  B) The clinic recorded no readmissions at all.  |  C) The clinic's rate sits at the 0th percentile of clinics.  |  D) The clinic's rate could not be computed from the data.,13
755,S06-16,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,Retention is 1.5 standard deviations below the peer average.,121,60,56.3,3.7,1,Q: A nonprofit's volunteer retention has a z-score of -1.50 relative to peer agencies. What should the board take from that?  ||  A) Retention is 1.5 percentage points below the peer average.  |  B) Retention is 1.5 standard deviations below the peer average. [X]  |  C) Retention is 1.5 raw points below the peer average.  |  D) Retention is 1.5 standard deviations above the peer average.,13
756,S06-17,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,-1.00,127,5,4.3,0.7,1,Q: Patient satisfaction scores across clinics average 4.2 with a standard deviation of 0.4. One clinic scores 3.8. Its z-score is:  ||  A) 0.40  |  B) -0.40  |  C) 1.00  |  D) -1.00 [X],11
757,S06-18,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,80.00,128,5,5.0,0.0,1,Q: Scores on a writing rubric have a mean of 70 and a standard deviation of 8. A student's z-score is +1.25. What is her raw score?  ||  A) 71.25  |  B) 78.00  |  C) 80.00 [X]  |  D) 88.00,16
758,S06-19,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,"$230,000",134,8,8.0,0.0,1,"Q: Grant awards have a mean of $250,000 and a standard deviation of $40,000. One award has a z-score of -0.50. What was the award amount?  ||  A) $210,000  |  B) $230,000 [X]  |  C) $249,500  |  D) $270,000",25
759,S06-20,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,90 percent,182,10,10.0,0.0,1,Q: Nursing licensure pass rates across programs have a mean of 80 percent and a standard deviation of 5. A program sits exactly two standard deviations above the mean. Its pass rate is:  ||  A) 90 percent [X]  |  B) 85 percent  |  C) 82 percent  |  D) 70 percent,15
760,S06-21,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,"Exam A, because her z-score there is higher.",153,44,47.0,-3.0,1,"Q: A student scores 85 on Exam A (mean 75, standard deviation 5) and 75 on Exam B (mean 60, standard deviation 10). Where did she perform relatively better?  ||  A) Exam B, because her z-score there is higher.  |  B) Neither, because both scores are above the mean.  |  C) Exam B, because its standard deviation is larger.  |  D) Exam A, because her z-score there is higher. [X]",18
761,S06-22,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,Hand hygiene is the stronger of the two relative to peers.,165,58,57.0,1.0,1,"Q: A hospital sits 1.2 standard deviations above the mean on hand hygiene and 0.8 above the mean on medication accuracy. How should the quality director summarize this?  ||  A) The two measures cannot be compared because the units differ.  |  B) Medication accuracy is the stronger of the two measures.  |  C) Hand hygiene is the stronger of the two relative to peers. [X]  |  D) Both are equally strong, since both sit above average.",11
762,S06-23,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,It puts both distributions on a common scale of standard deviation units.,103,73,63.0,10.0,0,Q: Why does converting raw scores to z-scores let a dean compare performance on two different assessments?  ||  A) It puts both distributions on a common scale of standard deviation units. [X]  |  B) It forces both distributions to contain the same number of cases.  |  C) It removes the outliers from both distributions automatically.  |  D) It converts both sets of scores into percentages of the total.,9
763,S06-24,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,Department B stands further above its own department average.,149,61,58.7,2.3,1,Q: Two departments use different satisfaction scales. Department A has a z-score of +0.30; Department B has +1.10. What can the vice president conclude?  ||  A) Department A sits closer to the top of its own distribution.  |  B) Department B stands further above its own department average. [X]  |  C) Department B's raw score must be the numerically larger one.  |  D) The comparison is invalid because the two scales differ.,12
764,S06-25,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,About 84 percent of schools scored at or below this school.,96,59,58.3,0.7,1,Q: A principal is told her school's growth score falls at the 84th percentile. What does that mean?  ||  A) The school answered 84 percent of the indicators correctly.  |  B) The school scored 84 points above the state average score.  |  C) About 84 percent of schools scored at or below this school. [X]  |  D) The school is 84 standard deviations above the state mean.,17
765,S06-26,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,The clinic processed 90 percent more patients than average.,107,59,49.0,10.0,1,Q: A clinic sits at the 90th percentile for patient throughput. Which statement is NOT supported by that fact?  ||  A) About 10 percent of clinics had higher throughput.  |  B) The clinic sits above the median clinic.  |  C) About 90 percent of clinics were at or below this clinic.  |  D) The clinic processed 90 percent more patients than average. [X],10
766,S06-27,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,84th,138,4,4.0,0.0,1,Q: Donor retention rates across agencies are normally distributed. One agency has a z-score of +1.00. Approximately what percentile is it in?  ||  A) 68th  |  B) 84th [X]  |  C) 95th  |  D) 34th,24
767,S06-28,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,16th,141,4,4.0,0.0,0,Q: A nursing program's licensure rate is one standard deviation below the national mean in a normal distribution. Its approximate percentile is:  ||  A) 16th [X]  |  B) 32nd  |  C) 34th  |  D) 84th,9
768,S06-29,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,About 93 percent,89,16,15.7,0.3,1,"Q: Using a z-table, what proportion of a normal distribution falls below a z-score of +1.50?  ||  A) About 43 percent  |  B) About 87 percent  |  C) About 93 percent [X]  |  D) About 7 percent",12
769,S06-30,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,About 31 percent,77,16,16.0,0.0,1,Q: About what proportion of a normal distribution lies above a z-score of +0.50?  ||  A) About 19 percent  |  B) About 69 percent  |  C) About 50 percent  |  D) About 31 percent [X],23
770,S06-31,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,About 82 percent,115,16,16.0,0.0,1,Q: School budgets per pupil are normally distributed. What proportion of schools fall between z = -1.00 and z = +2.00?  ||  A) About 82 percent [X]  |  B) About 95 percent  |  C) About 68 percent  |  D) About 48 percent,9
771,S06-32,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,43.3 percent,101,12,11.7,0.3,1,Q: A z-table reports the area lying between the mean and a z-score of +1.50. That area is approximately:  ||  A) 6.7 percent  |  B) 43.3 percent [X]  |  C) 93.3 percent  |  D) 34.1 percent,11
772,S06-33,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,About 7 percent,111,15,16.0,-1.0,1,Q: Specialty referral wait times are normally distributed. What proportion of cases fall below a z-score of -1.50?  ||  A) About 43 percent  |  B) About 93 percent  |  C) About 15 percent  |  D) About 7 percent [X],35
773,S06-34,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,+1.96,151,5,5.0,0.0,1,Q: A foundation will fund only the top 2.5 percent of applicants on a normally distributed readiness score. Approximately which z-score marks that cutoff?  ||  A) +1.65  |  B) +2.58  |  C) +1.96 [X]  |  D) +2.33,10
774,S06-35,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,"900 and 1,500",144,13,14.3,-1.3,1,"Q: Monthly food bank visits are normally distributed with a mean of 1,200 and a standard deviation of 150. About 95 percent of months fall between:  ||  A) 1,050 and 1,350  |  B) 900 and 1,500 [X]  |  C) 750 and 1,650  |  D) 1,125 and 1,275",12
775,S06-36,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,"Standard scores, which show distance from the district mean in standard deviation units.",160,88,40.7,47.3,0,"Q: A superintendent wants board members to see how each school compares with the district rather than raw point totals. Which reporting choice best fits that goal?  ||  A) Standard scores, which show distance from the district mean in standard deviation units. [X]  |  B) Raw scores, which are already on a common scale.  |  C) The variance of scores for each school.  |  D) The range of scores at each school.",23
776,S06-37,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,"Z-scores lose the original units, so readers cannot see actual minutes or dollars.",81,82,51.0,31.0,0,"Q: What is one real drawback of reporting only z-scores to a lay board of directors?  ||  A) Z-scores cannot be compared across different measures.  |  B) Z-scores always exaggerate the size of differences.  |  C) Z-scores lose the original units, so readers cannot see actual minutes or dollars. [X]  |  D) Z-scores can only be computed for whole numbers.",10
777,S06-38,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,115,151,3,3.0,0.0,1,Q: A testing company rescales scores so the mean is 100 and the standard deviation is 15. A student whose z-score is +1.00 receives which converted score?  ||  A) 101  |  B) 100  |  C) 130  |  D) 115 [X],10
778,S06-39,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,0,106,1,27.0,-26.0,0,"Q: After a dean converts every faculty workload figure to a z-score, what will the mean of those z-scores be?  ||  A) 0 [X]  |  B) 1  |  C) The same as the original mean workload.  |  D) It depends on how many faculty there are.",9
779,S06-40,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,1,105,1,26.3,-25.3,0,"Q: After standardizing a set of clinic wait times, what is the standard deviation of the resulting z-scores?  ||  A) 0  |  B) 1 [X]  |  C) The original standard deviation in minutes.  |  D) The square root of the sample size.",14
780,S06-41,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,The 68-95-99.7 percentages assume a symmetric normal shape this distribution lacks.,115,83,46.3,36.7,0,Q: Household incomes among an agency's clients are strongly right-skewed. Why is the empirical rule a poor guide here?  ||  A) The mean cannot be computed for skewed data.  |  B) Skewed distributions have no standard deviation.  |  C) The 68-95-99.7 percentages assume a symmetric normal shape this distribution lacks. [X]  |  D) Percentiles cannot be computed for skewed data.,9
781,S06-42,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,The mean will be pulled above the median by the large gifts.,107,60,48.0,12.0,0,Q: Donation sizes are heavily right-skewed by a handful of very large gifts. Which statement is most accurate?  ||  A) The mean and the median will be identical.  |  B) The median will be pulled above the mean.  |  C) The distribution is still normal because the sample is large.  |  D) The mean will be pulled above the median by the large gifts. [X],16
782,S06-43,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,That the stay equals the mean length of stay.,133,45,42.0,3.0,1,"Q: In a right-skewed distribution of hospital lengths of stay, a stay at the 50th percentile sits at the median. What is NOT guaranteed?  ||  A) That half of all stays are shorter.  |  B) That the stay equals the mean length of stay. [X]  |  C) That half of all stays are longer.  |  D) That the stay is the middle value when stays are ordered.",14
783,S06-44,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,"The z-scores are computable, but the usual normal-curve percentages do not apply.",109,81,43.0,38.0,0,"Q: A dean computes z-scores for a clearly bimodal set of course grades. What is the main limitation of doing so?  ||  A) The z-scores are computable, but the usual normal-curve percentages do not apply. [X]  |  B) The z-scores cannot be computed at all for bimodal data.  |  C) The z-scores will all come out positive.  |  D) The z-scores will all equal zero.",22
784,S06-45,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,About 0.3 percent of schools,170,28,26.3,1.7,0,"Q: A district flags any school more than three standard deviations from the mean on chronic absence. In a normal distribution, roughly how often would that happen by chance?  ||  A) About 5 percent of schools  |  B) About 32 percent of schools  |  C) About 1 percent of schools  |  D) About 0.3 percent of schools [X]",11
785,S06-46,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,"The rate is an extreme outlier, far beyond what a normal curve predicts.",99,72,56.3,15.7,1,"Q: A clinic's infection rate carries a z-score of +4.20. How should the quality team read that number?  ||  A) The rate is 4.2 percentage points above the average clinic.  |  B) The rate is typical, since z-scores routinely exceed 4.  |  C) The rate is an extreme outlier, far beyond what a normal curve predicts. [X]  |  D) The z-score must have been computed using the variance.",10
786,S06-47,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,1,About 5 percent,156,15,16.7,-1.7,0,"Q: A hospital defines an outlier as any wait time more than two standard deviations from the mean. In a normal distribution, about what share of waits qualify?  ||  A) About 5 percent [X]  |  B) About 32 percent  |  C) About 2.5 percent  |  D) About 0.3 percent",10
787,S06-48,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,2,It is an extreme value that would distort the chart's scale and the mean.,124,73,47.3,25.7,1,Q: A board member asks why one school with a z-score of -3.50 was dropped from a summary chart. The best statistical reason is:  ||  A) Negative z-scores are not meaningful in reporting.  |  B) It is an extreme value that would distort the chart's scale and the mean. [X]  |  C) Z-scores below -3.00 cannot be calculated.  |  D) The school's raw score must therefore be an error.,5
788,S06-49,Population and sample,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,3,A distribution of sample means,141,30,24.7,5.3,1,Q: A researcher repeatedly draws samples of 25 nurses and records each sample's mean overtime hours. The collection of those averages is called:  ||  A) A distribution of raw scores  |  B) A skewed distribution  |  C) A distribution of sample means [X]  |  D) A population distribution,6
789,S06-50,Population and sample,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,,,,,,4,4,"It has a narrower spread, because averaging cancels out extremes.",139,65,59.0,6.0,0,"Q: Compared with the distribution of individual patient wait times, how does a distribution of sample means drawn from that population behave?  ||  A) It has a wider spread, because averaging adds variability.  |  B) It has the same spread, since the population is unchanged.  |  C) It has a very different mean, well above the population mean.  |  D) It has a narrower spread, because averaging cancels out extremes. [X]",7
790,S07-01,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,2 words per minute,189,18,19.0,-1.0,1,Q: A district pilots a reading program with a random sample of 100 third graders. Their fluency scores have a standard deviation of 20 words per minute. What is the standard error of the mean?  ||  A) 20 words per minute  |  B) 0.2 words per minute  |  C) 2 words per minute [X]  |  D) 4 words per minute,12
791,S07-02,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,800,234,3,3.7,-0.7,1,"Q: A hospital quality team surveys 200 discharged patients and reports a standard error of 4 points on a satisfaction scale. They want to cut the standard error to 2 points using the same instrument. About how many patients do they need?  ||  A) 800 [X]  |  B) 400  |  C) 100  |  D) 1,600",9
792,S07-03,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,"The interval estimates the population mean, not individual nurses' hours",206,72,68.7,3.3,1,"Q: A hospital board is told, ""The 95% confidence interval for mean weekly nurse overtime is 4.2 to 5.8 hours."" A trustee says, ""So 95% of our nurses work between 4.2 and 5.8 overtime hours."" Why is that wrong?  ||  A) The interval only applies if overtime hours are perfectly normally distributed across all staff  |  B) Confidence intervals describe medians rather than means  |  C) The trustee should have requested a 99% interval instead  |  D) The interval estimates the population mean, not individual nurses' hours [X]",13
793,S07-04,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,The 99% interval will be wider,137,30,34.3,-4.3,1,Q: An analyst computes both a 95% and a 99% confidence interval for the same mean using the same sample. How will the two intervals compare?  ||  A) They will be identical in width  |  B) The 99% interval will be wider [X]  |  C) The 99% interval will be narrower  |  D) The 99% interval will be shifted higher,8
794,S07-05,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,About 5 percentage points,166,25,26.0,-1.0,1,"Q: A city polls a random sample of 400 residents about a school levy, and 50% say yes. Using the usual 95% rule, roughly what is the margin of error for that percentage?  ||  A) About 2 percentage points  |  B) About 5 percentage points [X]  |  C) About 10 percentage points  |  D) About 0.5 percentage points",7
795,S07-06,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,"The true mean is fixed; the 95% describes the procedure, not this interval",189,74,63.3,10.7,1,"Q: A nonprofit's evaluator writes, ""There is a 95% probability that the true mean donation lies between $88 and $104."" A statistician objects. What is the technical problem with that sentence?  ||  A) The dollar range is too narrow for a donation study  |  B) Probability statements require a 99% confidence level  |  C) The true mean is fixed; the 95% describes the procedure, not this interval [X]  |  D) Donations are usually skewed, so no confidence interval can legitimately be built here",12
796,S07-07,Inference,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,The data do not clearly establish a difference between the clinics,179,66,49.7,16.3,1,"Q: Two clinics report mean patient wait times with 95% intervals: Clinic A 18 to 26 minutes, Clinic B 24 to 33 minutes. The intervals overlap. What is the most defensible conclusion?  ||  A) The data do not clearly establish a difference between the clinics [X]  |  B) The clinics definitely have equal mean wait times  |  C) Clinic B is definitely slower because its numbers are higher  |  D) Overlap proves neither sample was random",12
797,S07-08,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,3,The width honestly reports how little precision a small sample gives,164,68,56.0,12.0,1,"Q: A small rural district reports a 95% interval for mean teacher retention of 61% to 89% and apologizes for the ""failed"" analysis. How should the width be understood?  ||  A) It shows the analysis was computed incorrectly and must be redone from scratch  |  B) It means the confidence level was set too high  |  C) The width honestly reports how little precision a small sample gives [X]  |  D) A wide interval is a sign of a biased sample",12
798,S07-09,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,1,14.3 is the point estimate; 12.2 to 16.4 is the interval estimate,167,65,60.7,4.3,1,"Q: A foundation officer reports that average grantee staff size is 14.3 employees, plus or minus 2.1. Which part is the point estimate and which is the interval estimate?  ||  A) 14.3 is the point estimate; 12.2 to 16.4 is the interval estimate [X]  |  B) 2.1 is the point estimate, and 14.3 is the width of the interval estimate  |  C) Both numbers together form a single point estimate  |  D) 14.3 is the interval estimate and 2.1 is the point estimate",6
799,S07-10,What statistics cannot do,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,The interval assumes a random sample; it cannot fix self-selection,190,66,50.0,16.0,1,Q: A wellness program emails a survey to all employees; only the 60 most enthusiastic participants respond. The analyst builds a 95% confidence interval from those 60. What is the core problem?  ||  A) Sixty cases is too few to use the normal curve  |  B) The interval assumes a random sample; it cannot fix self-selection [X]  |  C) The analyst should have used a 99% level instead of 95%  |  D) Standard error cannot be computed for survey data,9
800,S07-11,Sampling and standard error,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,2,"Precision improves with the square root of n, so error drops about 30%, not 50%",150,79,55.7,23.3,1,"Q: A superintendent asks why doubling a survey sample from 500 to 1,000 does not cut the margin of error in half. What is the best plain-language answer?  ||  A) Margin of error depends on population size, not sample size  |  B) Precision improves with the square root of n, so error drops about 30%, not 50% [X]  |  C) Margin of error changes only when the standard deviation changes  |  D) Doubling a sample has no effect on precision",8
801,S07-12,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,"A range, roughly 43% to 49%, that plausibly holds true support",138,62,65.7,-3.7,1,"Q: A news story says a candidate has 46% support with a margin of error of plus or minus 3 percentage points. What does that margin describe?  ||  A) The share of respondents who refused to answer the question  |  B) The percentage of voters who are expected to change their minds before the election  |  C) The amount by which the pollster adjusted the raw model  |  D) A range, roughly 43% to 49%, that plausibly holds true support [X]",8
802,S07-13,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,,,,,,4,4,48.0 to 52.0,158,12,12.0,0.0,1,"Q: A random sample of 100 nursing students has a mean clinical-skills score of 50 with a standard deviation of 10. Using the 95% rule, which interval is correct?  ||  A) 49.0 to 51.0  |  B) 40.0 to 60.0  |  C) 30.4 to 69.6  |  D) 48.0 to 52.0 [X]",11
